nombre,frec,edad_media
HECTOR ARMANDO,40,40.77
HECTOR RAUL,40,44.75
J. FELIX,40,48.62
JOSE FEDERICO,40,44.92
JOSE ROGELIO,40,44.45
JUAN ALFREDO,40,41.95
JUAN BERNARDO,40,36.88
LUIS MARIO,40,39.48
MAGDIEL,40,36.76
MARTIN EDUARDO,40,39.98
MIGUEL ALBERTO,40,37.2
MIGUEL ENRIQUE,40,41.3
NATANAEL,40,36.69
NICASIO,40,46.9
OSCAR LUIS,40,42.7
PROSPERO,40,44.98
RUSBEL,40,39.15
SERGIO HUMBERTO,40,37.61
SERGIO MANUEL,40,41.08
TONATIUH,40,34.5
VALDEMAR,40,43.15
VICTOR M,40,50.33
ZENAIDO,40,47.35
ABELINO,39,41.9
AMBROCIO,39,48.1
ANACLETO,39,49.77
ANGEL GABRIEL,39,39.92
BERSAIN,39,43.64
CESAR MANUEL,39,39.77
CESAR OMAR,39,33.9
EDSON,39,32.41
FERNANDO ANTONIO,39,40.95
HECTOR ENRIQUE,39,38.31
JAVIER ENRIQUE,39,39.18
JORGE ALONSO,39,36.21
JOSE NATIVIDAD,39,47.44
JOSE RAYMUNDO,39,45.03
LAUREANO,39,50.85
MARCO ANTON,39,45.72
MARIO ALFONSO,39,43.92
OBDULIO,39,48.21
VALERIANO,39,45.64
ANGEL FRANCISCO,38,39.39
ARQUIMEDES,38,39.61
DAVID ANTONIO,38,35.71
DIEGO ALBERTO,38,31.82
EDUARDO ANTONIO,38,42
ENCARNACION,38,49.71
ENRIQUE ALEJANDRO,38,37.58
IVAN ALEJANDRO,38,28.63
JESUS ALONSO,38,36.13
JORGE JAVIER,38,44.47
JOSE ADOLFO,38,43.03
JOSE ASUNCION,38,48.69
JOSE LEONARDO,38,42.66
JOSE ROSARIO,38,46.05
JUAN ARMANDO,38,41.32
MARIO ALONSO,38,43.24
MARTIN ENRIQUE,38,45.95
NEREO,38,42.39
NICANDRO,38,45.79
PEDRO FRANCISCO,38,37.03
RACIEL,38,42.29
TRANQUILINO,38,48.41
VICTOR MIGUEL,38,38.05
ABDON,37,46.97
AQUILEO,37,45.05
AQUILES,37,44.92
ARIOSTO,37,46.03
AUSTREBERTO,37,45.73
CELEDONIO,37,48.84
EDGAR ALBERTO,37,34.7
FILOMENO,37,47.05
FRANCISCO GERARDO,37,44.49
GERARDO DE JESUS,37,43.38
GUSTAVO ALONSO,37,37.49
HECTOR MARTIN,37,44.22
ISRRAEL,37,41.43
JAIME ARTURO,37,42.76
JOSE ROMAN,37,42.81
JUAN GILBERTO,37,42.19
LORENZO ANTONIO,37,32.78
ONOFRE,37,46.05
OSCAR ARMANDO,37,39.38
SERGIO EDUARDO,37,37.05
VENTURA,37,47.34
VICTOR MAN,37,45.22
ASAEL,36,40.35
CARLOS GABRIEL,36,37.31
ESEQUIEL,36,44.69
FRANCISCO RAFAEL,36,39.86
HECTOR DAVID,36,38.39
HECTOR GERARDO,36,41.72
HERMES,36,37.49
J LUIS,36,50.22
J. ISABEL,36,49.08
J. TRINIDAD,36,50.81
JESUS GUILLERMO,36,40.89
JESUS OMAR,36,33.49
JOSE AURELIO,36,49.5
JOSE CANDELARIO,36,43.25
JUAN DE JESUS,36,39.67
MACEDONIO,36,47.31
MARIO DE JESUS,36,40.69
OTHONIEL,36,37.61
PABLO ANTONIO,36,44.44
PALEMON,36,46.97
RUBISEL,36,41.27
SINUHE,36,34
ADALID,35,36.42
ALBERTO JORGE,35,33.14
ALEX,35,35.84
DAVID ALBERTO,35,38
FERNANDO JAVIER,35,42.6
GERARDO ANTONIO,35,39.8
HECTOR ALFONSO,35,38.86
HECTOR IVAN,35,33.29
HUGO ANTONIO,35,41.66
J. CRUZ,35,50.97
JESUS IGNACIO,35,41.5
JORGE FERNANDO,35,42.8
JOSE RIGOBERTO,35,43.17
JUAN ERNESTO,35,41.66
JUAN HUMBERTO,35,45.11
LUCINO,35,48.06
MARIO JESUS,35,43.26
MARTIN GERARDO,35,44
NETZAHUALCOYOTL,35,36.74
ROEL,35,38.26
SERGIO JAVIER,35,44
SOCORRO,35,47.02
ANGEL MANUEL,34,39.53
BARDOMIANO,34,46.97
CARLOS ALONSO,34,39.06
EVENCIO,34,45.35
GERMAIN,34,31.47
GUMERCINDO,34,47.26
HECTOR FRANCISCO,34,39.32
HILARION,34,46.18
HUGO ARMANDO,34,35.68
J ANTONIO,34,50.94
JOSE BERNARDO,34,43.09
JOSE CESAR,34,42.24
JOSE ISAAC,34,44.32
JOSE MOISES,34,44.44
JOSE SAUL,34,44.21
JUAN MARCOS,34,41.71
JUAN MARIO,34,45.26
PETRONILO,34,48.94
RAMSES,34,34.33
RAUL ARMANDO,34,44.89
RUBEN ALEJANDRO,34,35.12
XAVIER,34,39.44
ANGEL ALBERTO,33,40.18
ANGEL DE JESUS,33,31.58
CUPERTINO,33,44.79
DARWIN,33,36.76
EDEN,33,36.91
EDGAR JESUS,33,31.52
EDGAR ULISES,33,33.94
EUSTACIO,33,47.48
FERNANDO ENRIQUE,33,43.67
GEOVANNI,33,29.12
GORGONIO,33,47.94
JORGE RAUL,33,41.91
JOSE ANTONI,33,45.52
JOSE DE JESU,33,48.39
JOSE HERIBERTO,33,43.15
JOSE HILARIO,33,45.39
MARCO VINICIO,33,40.64
MELECIO,33,45.39
PABLO ALBERTO,33,38.09
PEDRO DAMIAN,33,35.79
PEDRO DE JESUS,33,36.91
PLUTARCO,33,45.7
RAUL EDUARDO,33,39.36
RICARDO JAVIER,33,41.58
SALOME,33,44.39
SILVIO,33,45.82
VENUSTIANO,33,48.56
BAUDELIO,32,48.03
CARLOS HUGO,32,45.59
CARLOS IGNACIO,32,36.38
FRANCISC,32,48.89
FROILAN,32,44.03
GELASIO,32,43.5
GODOFREDO,32,49.66
HELEODORO,32,46.62
JAVIER EDUARDO,32,34.22
JESUS OCTAVIO,32,45.19
JORGE ANDRES,32,41.84
JOSE AUGUSTO,32,35.94
JOSE GERMAN,32,41.72
JOSE VALENTIN,32,41.25
LUIS GILBERTO,32,38.25
MARIO ALFREDO,32,44.06
MARTIN ALBERTO,32,39.85
NESTOR DANIEL,32,30.47
NOLBERTO,32,43.38
ORBELIN,32,42.19
OSCAR DAVID,32,36.22
OSCAR FRANCISCO,32,39.88
PEDRO ALEJANDRO,32,35.72
ROBERTO DE JESUS,32,39.06
ALAIN,31,33.06
ANGEL MARIO,31,42.59
CARLOS FELIPE,31,41.03
CARLOS JOSE,31,43.52
CASTULO,31,50.19
EDGAR ANTONIO,31,32.97
ESPIRIDION,31,50.69
EUSTORGIO,31,50.06
FELIPE NERI,31,44.53
FRANCISCO MIGUEL,31,40.77
HECTOR ANTONIO,31,42.26
HECTOR MARIO,31,45.13
HENRY,31,34.55
HERLINDO,31,45.23
HONORATO,31,47.06
JESUS RENE,31,40.74
JOB,31,44.55
JOHNNY,31,32.19
JORGE RAFAEL,31,40.09
JOSE ALVARO,31,46.1
JOSE DE LA CRUZ,31,42.61
JUAN ALFONSO,31,40.35
MANUEL ALFONSO,31,39.1
MARCO ANTO,31,47.48
MARIN,31,44.71
MARIO LUIS,31,44.65
MARTIN ALEJANDRO,31,35.42
SERAPIO,31,50.61
SEVERINO,31,48.71
WILLIAMS,31,33.71
ADULFO,30,43.87
AMANCIO,30,51
ANCELMO,30,46.07
BIBIANO,30,47.87
CESAR MARTIN,30,40.13
EUCARIO,30,47.37
FCO JAVIER,30,52.39
FELIPE ANTONIO,30,41.7
FRANKLIN,30,41.07
GUILLERMO ANTONIO,30,40.97
HECTOR FERNANDO,30,42.47
HERMAN,30,42.67
JAIME EDUARDO,30,40.1
JORGE GABRIEL,30,38.5
JOSE GONZALO,30,43.93
JOSE ROSENDO,30,42.67
JUAN ESTEBAN,30,40
MANUEL FRANCISCO,30,42.37
NEMORIO,30,48.13
OSCAR HUGO,30,35.67
SALATIEL,30,43.58
SANDRO,30,36.27
TOBIAS,30,45.65
VICTOR RAUL,30,45.5
ABDIEL,29,36.7
ANGEL LUIS,29,40.86
CARLOS DE JESUS,29,40.52
CARLOS GUADALUPE,29,38.07
DIDIER,29,38.58
DIMAS,29,46.06
EDGAR DANIEL,29,33
FILADELFO,29,47.14
FLAVIANO,29,46.41
GERSON,29,34.86
HAZAEL,29,35.45
JAVIER ARMANDO,29,41.03
JESUS GABRIEL,29,36.52
JORGE ALFONSO,29,47.28
JORGE MIGUEL,29,40.9
JOSE DARIO,29,44.1
JOSE FABIAN,29,38.53
JUAN GUADALUPE,29,41.14
JUAN VICTOR,29,45.79
LUIS RODOLFO,29,42.34
MANOLO,29,39.76
MARTIN FRANCISCO,29,46.83
PEDRO ENRIQUE,29,41.9
RAFAEL ALEJANDRO,29,36.86
RAUL HUMBERTO,29,47.24
VIRGINIO,29,46.97
ANASTASIO,28,52.07
ANGEL IVAN,28,30.71
ARTURO JAVIER,28,44.39
AXEL,28,34.11
CAIN,28,42.82
CARLOS RAUL,28,40.32
CASIANO,28,44.32
CENOBIO,28,49.36
DAVID EDUARDO,28,37.11
DAVID ENRIQUE,28,36.11
DOMITILO,28,45.07
EDDY,28,41.24
EDUARDO JAVIER,28,39.14
ENRIQUE ALBERTO,28,36.75
GABRIEL ALEJANDRO,28,31.86
GEOVANI,28,32.1
HECTOR LUIS,28,43.43
JESUS CARLOS,28,38.71
JESUS RAUL,28,42.96
JORGE ADALBERTO,28,45.46
JORGE JESUS,28,39.18
JOSE ARIEL,28,44.96
JOSE ELEAZAR,28,45.29
JOSE ISAIAS,28,43.43
JUAN DE LA CRUZ,28,48.34
MARIO IVAN,28,34.14
MIGUEL EDUARDO,28,39.54
NEMECIO,28,45.96
PEDRO MANUEL,28,44.29
RAQUEL,28,42.84
REGINALDO,28,43.21
RICARDO ARTURO,28,40.61
ABNER,27,32.86
BACILIO,27,45.48
BERTOLDO,27,48.11
CESAR DAVID,27,35.67
CESAR HUMBERTO,27,40.67
CESAR JAVIER,27,38.7
CHRISTIAN IVAN,27,29.67
CLISERIO,27,48.04
CONSTANCIO,27,46.63
CUAHUTEMOC,27,43.3
EDGAR ARTURO,27,34.81
ELIO,27,41.78
FRANCISCO DANIEL,27,36.41
HECTOR ALONSO,27,37.19
HUBERTO,27,47.22
HUGO IVAN,27,30.81
IRAM,27,38.63
J. SANTOS,27,53.96
JESUS ABRAHAM,27,35.11
JESUS HECTOR,27,45.41
JORGE RICARDO,27,38.81
JOSE ULISES,27,36.44
JULIO ENRIQUE,27,37.81
LORETO,27,48.95
LUIS RAFAEL,27,42.11
MANUEL HUMBERTO,27,45.11
MARCO ARTURO,27,37.22
MARIO FRANCISCO,27,44.78
MILTON CARLOS,27,33.89
NICEFORO,27,46.11
OZIEL,27,36.54
PEDRO JAVIER,27,41.52
REYNOL,27,43.04
VALERIO,27,47.48
VICTOR EDUARDO,27,34.48
VICTOR MARTIN,27,46.22
AMERICO,26,46.58
ARISTIDES,26,43.17
CARLOS GUSTAVO,26,38.23
CARLOS RUBEN,26,43.04
DIOGENES,26,46.96
EDGAR ADRIAN,26,31.08
EDGAR FRANCISCO,26,33.23
FRANCISCO XAVIER,26,40.62
HILDEBERTO,26,46.27
INES,26,44.96
JAIME ALEJANDRO,26,37.69
JAVIER ALONSO,26,37.12
JORGE ROBERTO,26,38.73
JOSE ADALBERTO,26,41.77
JOSE MARCELINO,26,48.5
JOSE MARGARITO,26,48.85
JOSE MAURICIO,26,38.31
LUIS OMAR,26,35.73
LUIS RENE,26,41.12
LUIS RUBEN,26,44.58
MANUEL EDUARDO,26,38.73
MARTIN GUADALUPE,26,45.35
MARTIN JAVIER,26,45.58
MIGUEL AN,26,46.54
MIGUEL ARTURO,26,39.77
MIGUEL FRANCISCO,26,43.73
NARCIZO,26,46.12
OSCAR HUMBERTO,26,42.38
PEDRO ARTURO,26,39.5
PEDRO IVAN,26,29.08
PEDRO JESUS,26,40.54
RAMON ENRIQUE,26,42.65
REINALDO,26,46.35
SERGIO ALFREDO,26,39.92
SERGIO DAVID,26,38.27
SOSTENES,26,50.42
VICTOR ARMANDO,26,40.27
VICTOR ENRIQUE,26,38.35
WILBERTH,26,39
AGRIPINO,25,48.4
ALFONZO,25,45
ARCENIO,25,47.88
BUENAVENTURA,25,48.43
CRESENCIO,25,44.76
EDGAR GERARDO,25,30.08
EDGAR JAVIER,25,34.16
EDUARDO ALEJANDRO,25,34.68
ELENO,25,45.84
ERVIN,25,40.92
FABRICIO,25,41.04
FERNANDO ALBERTO,25,36.96
FRUCTUOSO,25,51.68
GABRIEL ANTONIO,25,43.56
GERARDO ALBERTO,25,36.84
HUGO ARTURO,25,40.68
IDELFONSO,25,39.12
IRAN,25,36.15
J ASCENCION,25,55.64
J CONCEPCION,25,50.32
J DOLORES,25,51.42
JESUS ADOLFO,25,41.48
JORGE DANIEL,25,36.88
JOSE FIDEL,25,49.16
JOSE LEONEL,25,42.84
JOSE LEOPOLDO,25,47.08
JOSE ORLANDO,25,42.08
JOSE PILAR,25,45.24
JOSELITO,25,43.92
JULIO ALFONSO,25,45.96
LUIS ANDRES,25,36
MANUEL ARTURO,25,40.84
MIGUEL DE JESUS,25,37.8
OSCAR RENE,25,39.08
RAUL ENRIQUE,25,45.08
REYNEL,25,39.84
ROBERTO ALEJANDRO,25,38.88
ROBERTO JAVIER,25,43.92
ROGERIO,25,45.32
ROMMEL,25,37.08
SANTANA,25,46.71
SERGIO RAFAEL,25,39.56
SIMEON,25,46.6
AGUSTIN JAIME,24,45.33
ALBERTO ANTONIO,24,40.17
ALEJANDRO DE JESUS,24,36.04
ARTURO ALEJANDRO,24,34.12
CIRINO,24,48.83
DANIEL ARTURO,24,33.62
DOLORES,24,44.82
EMIR,24,39
FRANCISCO ARMANDO,24,40.83
FRANCISCO RAMON,24,42.42
GUMERSINDO,24,48.62
JORGE MARTIN,24,45.12
JOSE LEON,24,47.75
JOSE LINO,24,45.54
JOSE PATRICIO,24,45.62
JUAN JORGE,24,45.83
LEONARDO DANIEL,24,27.67
LUIS CESAR,24,41.36
LUIS LAURO,24,44.83
MICHEL,24,30.86
NEPTALI,24,41.67
OMAR FRANCISCO,24,33.71
RICARDO DE JESUS,24,39.38
RODULFO,24,46.79
ROSEMBERG,24,42.04
RUBEN ANTONIO,24,40.71
SERGIO ADRIAN,24,39.96
VICTOR FRANCISCO,24,41.79
ANGEL JAVIER,23,38.3
ANGEL ROBERTO,23,39.52
BOLIVAR,23,45.88
EDGAR NOE,23,34.09
EDY,23,42.67
ERIBERTO,23,37.91
FELIPE ALEJANDRO,23,37.43
FERNANDO DE JESUS,23,35.52
FRANCISCO ARTURO,23,37.83
FRANCISCO ROBERTO,23,42.61
GALILEO,23,38.74
GEREMIAS,23,42.08
GUSTAVO ENRIQUE,23,39
HECTOR RAMON,23,38.26
JAVIER DE JESUS,23,37.57
JIMMY,23,35.13
JORGE DE JESUS,23,39.3
JOSE ABELARDO,23,43.17
JOSE DE JES,23,47.61
JOSE EFREN,23,43.57
JOSE EUGENIO,23,46.91
JOSE FILIBERTO,23,43.96
JOSE REYNALDO,23,43.35
JUAN ISIDRO,23,46.35
JULIO CESA,23,40.39
LUIS ESTEBAN,23,41.22
MARDONIO,23,44.13
MARTIN JESUS,23,44.13
OSCAR ADRIAN,23,31.13
OSCAR MARTIN,23,39.7
PABLO ENRIQUE,23,36.78
PRIMO,23,50.74
PROCORO,23,49.26
RAFAEL ALBERTO,23,40.65
RAUDEL,23,42
RAUL GERARDO,23,37.87
RENAN,23,44
SERGIO ALONSO,23,40.17
TEODULFO,23,44.74
VICTOR ALBERTO,23,37.39
WILLEBALDO,23,41.96
ABISAI,22,34.08
ADIEL,22,41.41
ARGELIO,22,42.14
BENEDICTO,22,46.05
CARLOS OCTAVIO,22,38.91
DANIEL EDUARDO,22,35.77
DELMAR,22,41.73
EBER,22,37.27
EDGAR ARMANDO,22,33.55
EDGAR ENRIQUE,22,32.82
ENRIQUE JAVIER,22,43.14
ERNESTO ALEJANDRO,22,37.64
ERWIN,22,32.05
FRANCISCO GUADALUPE,22,42.78
GUILEBALDO,22,42.32
HECTOR OMAR,22,35.09
HERNANDO,22,47.05
J. ASCENCION,22,51.68
JESUS ANDRES,22,41.09
JESUS ARIEL,22,43.05
JOSE ANTON,22,48.55
JOSE GUADALU,22,49.77
JOSE MARIANO,22,44.5
JOSE MAURO,22,47.55
JOSE NOEL,22,39.55
JUAN CARL,22,43.77
JUAN SERGIO,22,44.83
JULIO ALEJANDRO,22,37.45
MANUEL ARMANDO,22,43
MARIO JAVIER,22,44.41
MARTIN ALONSO,22,43.27
MARVIN,22,31.78
MONICO,22,46.73
NEHEMIAS,22,43.83
OFELIO,22,47.14
OSCAR MIGUEL,22,36.18
PEDRO ALFONSO,22,44
PEDRO MIGUEL,22,38
QUINTIN,22,49.5
RICHARD,22,34.09
VICTOR RAMON,22,40.95
WULFRANO,22,49.91
ALBERT,21,35.24
ANGEL ALFONSO,21,43.24
ANGEL DANIEL,21,35.86
ATENOGENES,21,43.57
BONFILIO,21,46.43
CARMELINO,21,41.48
CEFERINO,21,43.14
CESAR ADRIAN,21,31.95
CESAR GUILLERMO,21,37.24
DANIEL ENRIQUE,21,38.57
EDUARDO JOSE,21,44.33
ELICEO,21,45.52
ENRIQUE DE JESUS,21,43.33
FILIMON,21,44.86
FRANCISCO GABRIEL,21,39.05
GUADALUPE DE JESUS,21,39.67
GUILLERMO ALBERTO,21,43.57
HUGO EDUARDO,21,35.81
JAVIER ARTURO,21,39.14
JAVIER FRANCISCO,21,42.1
JESUS LEONARDO,21,39.52
JESUS RODOLFO,21,40.62
JORGE ARIEL,21,42.62
JORGE RAMON,21,40.95
JOSE ARNULFO,21,45.62
JOSE CUAUHTEMOC,21,42.81
JOSE ELISEO,21,46.9
JOSE GUADALUP,21,47.57
JOSE ROLANDO,21,40.71
JOSE SAMUEL,21,44.33
JUAN ADOLFO,21,41.24
JUAN M,21,51.48
JULIAN JAVIER,21,40.86
LISANDRO,21,41.86
LUIS GUSTAVO,21,39.38
LUIS HECTOR,21,41.09
MACLOVIO,21,46.48
MANUEL DE ATOCHA,21,41.33
MANUEL GERARDO,21,45.71
MARCO,21,41
MARIO ERNESTO,21,39
MARTIN ALFONSO,21,44.86
MARTIN JAIME,21,47.57
OCIEL,21,40.23
OMAR ARTURO,21,33.19
OSCAR GERARDO,21,40.29
OSCAR RAUL,21,39.62
RAUL ERNESTO,21,36.33
SECUNDINO,21,49.14
VICTOR FERNANDO,21,43.81
VINICIO,21,44.24
XICOTENCATL,21,38.48
ANATOLIO,20,45.25
ANGEL DAVID,20,37.1
ATILANO,20,44.85
AUDOMARO,20,47.7
CRECENCIO,20,45.9
CRISTHIAN,20,28.92
DANIEL ANTONIO,20,35.85
EDGAR RENE,20,34.95
ERICK ALEJANDRO,20,28.3
FRANCISCO ENRIQUE,20,42.95
FRANCISCO FERNANDO,20,43.5
GERARDO ARTURO,20,41.7
GERARDO JAVIER,20,43.15
GUILLERMO ALEJANDRO,20,39.55
HECTOR RAFAEL,20,40.55
HUBER,20,42.05
J. CONCEPCION,20,51.35
J.JESUS,20,46.6
JEHU,20,37.7
JESUS EDGAR,20,36.3
JORGE ESTEBAN,20,42.3
JORGE IGNACIO,20,38.7
JORGE ISAAC,20,33.2
JORGE ISRAEL,20,34.6
JOSE AARON,20,38.8
JOSE EDMUNDO,20,44.75
JOSE FRANCISC,20,47.65
JOSE HORACIO,20,46.6
JOSE OSVALDO,20,34.1
JOSE OSWALDO,20,37.86
JOSE TEODORO,20,48.5
JUAN AGUSTIN,20,45.9
JUAN GUSTAVO,20,46.4
JUAN RENE,20,41.15
JUAN VICENTE,20,43.95
LEONOR,20,45.71
LUIS BERNARDO,20,40.52
LUIS IVAN,20,31.55
MARIO ARMANDO,20,41.35
MARTIN FERNANDO,20,45.6
OBET,20,38.25
ORACIO,20,42.45
OSIRIS,20,32.94
PEDRO CESAR,20,39.25
RAMON DE JESUS,20,36.86
RAMON FRANCISCO,20,45.2
RAUL ARTURO,20,42.45
RICARDO ALFONSO,20,42.4
RICARDO DANIEL,20,29.9
RICARDO MANUEL,20,44.6
ROGACIANO,20,46.8
SERGIO FRANCISCO,20,42.15
SERGIO JESUS,20,39.15
SERGIO OMAR,20,36.8
SERGIO RENE,20,40.55
UVALDO,20,44.75
VICTOR GABRIEL,20,41.8
VICTOR JOSE,20,40.25
ABENAMAR,19,46
ABRAHAN,19,40.37
ALCIDES,19,46.68
ALDRIN,19,31.58
ALEXANDRO,19,34.74
CARLOS ALBE,19,37.16
CARLOS ARIEL,19,41.95
CARLOS HECTOR,19,44.05
CARLOS ISRAEL,19,32.21
CIRENIO,19,48.63
DAVID ARTURO,19,40.47
EDGAR HUMBERTO,19,35.26
EDI,19,44.28
EDUARDO ALBERTO,19,38.26
EDUARDO ENRIQUE,19,41.21
ENOCH,19,40.32
ENRIQUE ANTONIO,19,47.5
ERUBIEL,19,38.63
EUSTOLIO,19,50.89
FRANCISCO EDUARDO,19,46.68
GABRIEL DE JESUS,19,38.11
GABRIEL JESUS,19,37.79
GADIEL,19,36.58
GALO,19,43.21
GERARDO FRANCISCO,19,45.11
GERVACIO,19,47
HECTOR ALFREDO,19,40.63
HECTOR RENE,19,38.74
HECTOR RUBEN,19,45.58
IRVIN,19,30.16
J FRANCISCO,19,52.11
J REYES,19,49.26
J. ANTONIO,19,50.05
JAIME FRANCISCO,19,40.79
JAVIER ALBERTO,19,40.74
JORGE GERARDO,19,42.63
JOSE EMMANUEL,19,27.58
JOSE FERMIN,19,46.58
JOSE SALOMON,19,43.95
JOSE SOCORRO,19,49.47
JOSE URIEL,19,36.11
JUAN DIOS,19,45.95
JUAN HECTOR,19,43.84
JUAN MANU,19,47.42
JUAN RUBEN,19,43.95
JULIO EDUARDO,19,40.32
LIDIO,19,44.58
LUIS FABIAN,19,33.79
MARIO ALBERT,19,45.53
MARIO ANGEL,19,40.53
MICHAEL,19,31.71
MIGUEL AGUSTIN,19,48
MIGUEL ARCANGEL,19,43.32
MIGUEL JESUS,19,40.16
NAIN,19,39.7
OMAR ALBERTO,19,33.16
OSCAR JESUS,19,38.37
PASCACIO,19,49.58
PEDRO MARTIN,19,44.79
PEDRO RAFAEL,19,40.11
RAFAEL ENRIQUE,19,39.95
RAMON ALEJANDRO,19,31.37
RAMON ANGEL,19,42.32
RAMON ARTURO,19,44.05
RAMON EDUARDO,19,39.53
RAUL FERNANDO,19,39.68
RAUL FRANCISCO,19,40.37
REVERIANO,19,45
RONALDO,19,43.37
RUBIEL,19,38.37
SERGIO OCTAVIO,19,44.47
WALDO,19,44.21
WILVER,19,32.89
YGNACIO,19,49.42
ALEJANDRO JAVIER,18,39.11
ANGEL EDUARDO,18,38.94
ANGEL FERNANDO,18,38.44
ANGEL JESUS,18,35.78
ANGEL OMAR,18,33.11
ANGEL RICARDO,18,37.72
ARMANDO JAVIER,18,45.83
ARMIN,18,42.61
CARALAMPIO,18,44.78
CARLOS ALBERT,18,37.74
CARLOS SALVADOR,18,38.94
CESAR DANIEL,18,33.06
CESAR GERARDO,18,39.44
CESAR GUADALUPE,18,39.89
DANIEL IVAN,18,30.56
DANNY,18,31.85
DAVID FERNANDO,18,37.94
DAVID GERARDO,18,36.94
DAVID ISRAEL,18,31.94
DIEGO ALEJANDRO,18,28.17
EDGAR ISRAEL,18,33.83
EDGAR MIGUEL,18,34.28
EPITACIO,18,49.89
EUFEMIO,18,48.44
FRANCISCO ALONSO,18,38.67
GERARDO ALEJANDRO,18,38.94
GUSTAVO ALEJANDRO,18,33.06
HECTOR GUILLERMO,18,44.61
HECTOR JAIME,18,43.67
JAIME HUMBERTO,18,41.37
JAIME SALVADOR,18,44.17
JESUS DEL CARMEN,18,42.25
JESUS GUSTAVO,18,35.39
JESUS ISMAEL,18,37.72
JESUS NOE,18,34.39
JOAQUIN ALBERTO,18,41.11
JORGE ANGEL,18,40.83
JORGE HUGO,18,38.89
JORGE RENE,18,39.44
JORGE ULISES,18,38
JOSE ALFRED,18,48.83
JOSE DE JE,18,48.06
JOSE DELFINO,18,43
JOSE FAUSTINO,18,45.33
JOSE GASPAR,18,44.5
JOSE MARCELO,18,48.56
JOSE SILVESTRE,18,48.17
JUAN LEONARDO,18,40.22
JUAN LORENZO,18,40.72
JUAN MANUE,18,46.06
JUAN RODOLFO,18,41.72
LUIS ADOLFO,18,42.11
LUIS EDGAR,18,35.89
LUIS JOEL,18,40.56
MANUEL FERNANDO,18,41.39
MANUEL JOSE,18,45.67
MARCO A,18,51.56
MAXIMIANO,18,47.72
MIGUEL ALFREDO,18,39.44
MIGUEL ARMANDO,18,38.39
NIVARDO,18,49.94
OMAR ANTONIO,18,33.33
OMAR ENRIQUE,18,34.67
OMAR IVAN,18,31.89
OSCAR ALFREDO,18,35.89
OSCAR DE JESUS,18,36
OSCAR GUADALUPE,18,38.44
PEDRO EDUARDO,18,35.11
PLINIO,18,42.83
RAMON MARTIN,18,44.72
RAUL ANGEL,18,44.44
ROBERTO ARTURO,18,42.72
ROMEL,18,39.74
RUBEN EDUARDO,18,37.89
SENEN,18,48.3
SERGIO ALFONSO,18,40.56
ULICES,18,39.63
VICTOR ADRIAN,18,36.06
VICTOR MA,18,44.94
VICTORICO,18,48.67
ABDIAS,17,42.8
ALEJANDRO ANTONIO,17,40.71
AMAURI,17,41.83
CARLOS EMILIO,17,39.18
CARLOS GILBERTO,17,39.35
CARLOS GUILLERMO,17,36.06
CESAR GABRIEL,17,35.41
CHRISTIAN ALBERTO,17,29.41
DANIEL ARMANDO,17,39.41
DANIEL JESUS,17,38.24
DAVID ALFONSO,17,33.29
DAVID GUSTAVO,17,35.29
EDGAR DAVID,17,31.88
EDUARDO FRANCISCO,17,41.47
EFIGENIO,17,51.35
EMMANUEL ALEJANDRO,17,28.35
ERMILO,17,50.82
EUCLIDES,17,38.56
FCO,17,52.06
FERNANDO JOSE,17,45.65
FRANCISCO RAUL,17,39.82
GIBRAN,17,27.53
GILBERTO DE JESUS,17,40.41
GUSTAVO ALBERTO,17,34.71
HUGO ERNESTO,17,39.65
IRENEO,17,46.47
J ANGEL,17,48.41
J INES,17,52.18
JAIR DE JESUS,17,31.82
JESUS AGUSTIN,17,39.41
JESUS EFREN,17,43.06
JESUS ESTEBAN,17,39.47
JESUS GILBERTO,17,44.88
JESUS ORLANDO,17,34.65
JORGE ABRAHAM,17,39.41
JORGE AUGUSTO,17,38.59
JORGE EMILIO,17,39.12
JORGE ISMAEL,17,39.88
JOSE ARNOLDO,17,43.53
JOSE ARTEMIO,17,45.12
JOSE BALTAZAR,17,44.47
JOSE ELOY,17,43.06
JOSE LUZ,17,49.29
JOSE VENTURA,17,52.06
JOSE VIDAL,17,45
JUAN CESAR,17,37.41
JUAN GUALBERTO,17,41.71
LUIS DEMETRIO,17,42.59
LUIS GERMAN,17,43.59
LUIS HORACIO,17,39.76
MALAQUIAS,17,46.28
MANUEL MARTIN,17,43.76
MARCOS ALEJANDRO,17,36.41
MARIO GUADALUPE,17,46.53
MARIO MARTIN,17,45.18
MARTIMIANO,17,46.76
MAURO ALBERTO,17,41.71
MIGUEL FERNANDO,17,43.29
MIGUEL HUMBERTO,17,43.24
OSCAR OCTAVIO,17,44.35
PEDRO ANGEL,17,39.94
PRAXEDIS,17,45.24
RAFAEL ANGEL,17,49.41
RAFAEL DE JESUS,17,37
RAMON HUMBERTO,17,44.24
RANFERI,17,42.44
RAZIEL,17,30.59
ROBERTO EDUARDO,17,36.06
RUBEN ENRIQUE,17,40.47
SERGIO DANIEL,17,33.12
SERGIO GUADALUPE,17,40.47
SERGIO RAMON,17,43.06
SERGIO RAUL,17,38
SIDRONIO,17,47.12
SIGFRIDO,17,45.06
SIMITRIO,17,47.24
VICTOR ALONSO,17,33.76
